0,0.145,6.6054,532.281,44.0814,155.802,9.81674,2.12004,3.77174,0,6.4,0,1.5708
1157,1000,16,15,4,800,0.00025
3
0,1.3564,4.92679,6.28319
1,0.65,1
1,1,1
6.4,0,2.98495,277.172
6.4,0,2.98495
6.4,0,2.98477,433.808
6.4,0,2.98477
6.4,0,2.98494,271.772
6.4,0,2.98494
6.4,0,2.98484,306.286
6.4,0,2.98484
6.4,0,2.98492,276.375
6.4,0,2.98492
6.4,0,2.98536,439.59
6.4,0,2.98536
6.4,0,2.98541,375.058
6.4,0,2.98541
6.4,0,2.98548,204.555
6.4,0,2.98548
6.4,0,2.98481,197.983
6.4,0,2.98481
6.4,0,2.9853,191.154
6.4,0,2.9853
6.4,0,2.98456,552.092
6.4,0,2.98456
