0,0.145,6.6054,532.281,44.0814,155.802,9.81674,2.12004,3.77174,0,0,0,1.5708
1000,1000,24,15,4,800,0.00025,,,,,,
3,,,,,,,,,,,,
0,1.2551,5.02809,6.28319,,,,,,,,,
1,0.65,1,,,,,,,,,,
1,1,1,,,,,,,,,,
0,0,2.98453,44.5553,,,,,,,,,
0,0,2.98453,,,,,,,,,,
0,0,2.98479,74.7327,,,,,,,,,
0,0,2.98479,,,,,,,,,,
0,0,2.98479,83.6307,,,,,,,,,
0,0,2.98479,,,,,,,,,,
0,0,2.98454,57.6375,,,,,,,,,
0,0,2.98454,,,,,,,,,,
0,0,0.156933,115.78,,,,,,,,,
0,0,0.156933,,,,,,,,,,
0,0,0.156677,66.102,,,,,,,,,
0,0,0.156677,,,,,,,,,,
0,0,2.98494,75.348,,,,,,,,,
0,0,2.98494,,,,,,,,,,
0,0,0.156933,61.5188,,,,,,,,,
0,0,0.156933,,,,,,,,,,
0,0,2.98538,47.9865,,,,,,,,,
0,0,2.98538,,,,,,,,,,
0,0,2.98466,59.8548,,,,,,,,,
0,0,2.98466,,,,,,,,,,
0,0,2.9847,41.8618,,,,,,,,,
0,0,2.9847,,,,,,,,,,
0,0,0.15701,34.3143,,,,,,,,,
0,0,0.15701,,,,,,,,,,
0,0,0.156726,44.4065,,,,,,,,,
0,0,0.156726,,,,,,,,,,
0,0,0.157069,40.2315,,,,,,,,,
0,0,0.157069,,,,,,,,,,
0,0,0.156757,58.2313,,,,,,,,,
0,0,0.156757,,,,,,,,,,
0,0,2.98476,34.842,,,,,,,,,
0,0,2.98476,,,,,,,,,,
0,0,2.98508,39.5173,,,,,,,,,
0,0,2.98508,,,,,,,,,,
0,0,2.98498,46.5463,,,,,,,,,
0,0,2.98498,,,,,,,,,,
0,0,2.9846,46.6383,,,,,,,,,
0,0,2.9846,,,,,,,,,,
0,0,0.157028,72.6298,,,,,,,,,
0,0,0.157028,,,,,,,,,,
0,0,2.98456,59.3818,,,,,,,,,
0,0,2.98456,,,,,,,,,,
0,0,2.98471,48.5643,,,,,,,,,
0,0,2.98471,,,,,,,,,,
0,0,0.157053,33.5115,,,,,,,,,
0,0,0.157053,,,,,,,,,,
0,0,0.156604,64.6048,,,,,,,,,
0,0,0.156604,,,,,,,,,,
0,0,2.98462,45.579,,,,,,,,,
0,0,2.98462,,,,,,,,,,
0,0,2.98476,45.1133,,,,,,,,,
0,0,2.98476,,,,,,,,,,
0,0,0.156807,52.9185,,,,,,,,,
0,0,0.156807,,,,,,,,,,
0,0,2.98497,60.3693,,,,,,,,,
0,0,2.98497,,,,,,,,,,
0,0,0.156794,53.2515,,,,,,,,,
0,0,0.156794,,,,,,,,,,
0,0,0.157066,41.3038,,,,,,,,,
0,0,0.157066,,,,,,,,,,
0,0,2.98545,56.9453,,,,,,,,,
0,0,2.98545,,,,,,,,,,
0,0,0.156864,48.7443,,,,,,,,,
0,0,0.156864,,,,,,,,,,
0,0,2.98466,53.1773,,,,,,,,,
0,0,2.98466,,,,,,,,,,
0,0,2.985,72.09,,,,,,,,,
0,0,2.985,,,,,,,,,,
0,0,0.156965,45.043,,,,,,,,,
0,0,0.156965,,,,,,,,,,
0,0,0.156458,74.3355,,,,,,,,,
0,0,0.156458,,,,,,,,,,
0,0,0.156385,77.8167,,,,,,,,,
0,0,0.156385,,,,,,,,,,
0,0,0.156654,49.6843,,,,,,,,,
0,0,0.156654,,,,,,,,,,
0,0,2.98461,51.9358,,,,,,,,,
0,0,2.98461,,,,,,,,,,
0,0,0.156517,64.3798,,,,,,,,,
0,0,0.156517,,,,,,,,,,
0,0,2.98506,49.1838,,,,,,,,,
0,0,2.98506,,,,,,,,,,
0,0,0.15572,59.7775,,,,,,,,,
0,0,0.15572,,,,,,,,,,
0,0,0.157013,73.1452,,,,,,,,,
0,0,0.157013,,,,,,,,,,
0,0,0.156479,61.3935,,,,,,,,,
0,0,0.156479,,,,,,,,,,
0,0,0.156955,35.6505,,,,,,,,,
0,0,0.156955,,,,,,,,,,
0,0,0.156786,45.189,,,,,,,,,
0,0,0.156786,,,,,,,,,,
0,0,2.98511,59.7403,,,,,,,,,
0,0,2.98511,,,,,,,,,,
0,0,2.98549,61.1133,,,,,,,,,
0,0,2.98549,,,,,,,,,,
0,0,0.156642,40.8413,,,,,,,,,
0,0,0.156642,,,,,,,,,,
0,0,0.156409,52.992,,,,,,,,,
0,0,0.156409,,,,,,,,,,
0,0,2.98467,50.651,,,,,,,,,
0,0,2.98467,,,,,,,,,,
0,0,0.156674,48.3758,,,,,,,,,
0,0,0.156674,,,,,,,,,,
0,0,0.156686,43.5745,,,,,,,,,
0,0,0.156686,,,,,,,,,,
0,0,0.157015,60.3305,,,,,,,,,
0,0,0.157015,,,,,,,,,,
0,0,0.156633,33.439,,,,,,,,,
0,0,0.156633,,,,,,,,,,
0,0,0.156443,50.568,,,,,,,,,
0,0,0.156443,,,,,,,,,,
0,0,2.98453,48.1633,,,,,,,,,
0,0,2.98453,,,,,,,,,,
0,0,2.98469,41.033,,,,,,,,,
0,0,2.98469,,,,,,,,,,
0,0,2.98482,57.6493,,,,,,,,,
0,0,2.98482,,,,,,,,,,
0,0,2.98473,105.766,,,,,,,,,
0,0,2.98473,,,,,,,,,,
0,0,0.156942,38.9898,,,,,,,,,
0,0,0.156942,,,,,,,,,,
0,0,2.98469,55.7315,,,,,,,,,
0,0,2.98469,,,,,,,,,,
0,0,0.15617,104.823,,,,,,,,,
0,0,0.15617,,,,,,,,,,
0,0,0.156732,77.007,,,,,,,,,
0,0,0.156732,,,,,,,,,,
0,0,0.156681,41.4658,,,,,,,,,
0,0,0.156681,,,,,,,,,,
0,0,0.156883,77.1845,,,,,,,,,
0,0,0.156883,,,,,,,,,,
0,0,0.156881,38.6625,,,,,,,,,
0,0,0.156881,,,,,,,,,,
0,0,2.98452,59.4065,,,,,,,,,
0,0,2.98452,,,,,,,,,,
0,0,2.985,59.972,,,,,,,,,
0,0,2.985,,,,,,,,,,
0,0,2.98491,49.464,,,,,,,,,
0,0,2.98491,,,,,,,,,,
0,0,0.156921,46.0268,,,,,,,,,
0,0,0.156921,,,,,,,,,,
0,0,2.98547,33.9558,,,,,,,,,
0,0,2.98547,,,,,,,,,,
0,0,2.98452,50.4353,,,,,,,,,
0,0,2.98452,,,,,,,,,,
0,0,2.98502,61.2205,,,,,,,,,
0,0,2.98502,,,,,,,,,,
0,0,0.156987,66.991,,,,,,,,,
0,0,0.156987,,,,,,,,,,
0,0,2.98483,37.5425,,,,,,,,,
0,0,2.98483,,,,,,,,,,
0,0,0.156723,41.3908,,,,,,,,,
0,0,0.156723,,,,,,,,,,
0,0,0.156723,61.1418,,,,,,,,,
0,0,0.156723,,,,,,,,,,
0,0,0.156905,45.0285,,,,,,,,,
0,0,0.156905,,,,,,,,,,
0,0,2.98466,41.4865,,,,,,,,,
0,0,2.98466,,,,,,,,,,
0,0,0.157051,34.0405,,,,,,,,,
0,0,0.157051,,,,,,,,,,
0,0,2.98479,75.2375,,,,,,,,,
0,0,2.98479,,,,,,,,,,
0,0,0.157076,63.3598,,,,,,,,,
0,0,0.157076,,,,,,,,,,
0,0,2.98469,64.953,,,,,,,,,
0,0,2.98469,,,,,,,,,,
0,0,0.156975,69.195,,,,,,,,,
0,0,0.156975,,,,,,,,,,
0,0,2.98536,68.4945,,,,,,,,,
0,0,2.98536,,,,,,,,,,
0,0,0.156776,59.6098,,,,,,,,,
0,0,0.156776,,,,,,,,,,
0,0,2.98518,48.0165,,,,,,,,,
0,0,2.98518,,,,,,,,,,
0,0,2.98471,49.749,,,,,,,,,
0,0,2.98471,,,,,,,,,,
0,0,2.98586,76.632,,,,,,,,,
0,0,2.98586,,,,,,,,,,
0,0,2.98465,45.3725,,,,,,,,,
0,0,2.98465,,,,,,,,,,
0,0,2.98452,30.8228,,,,,,,,,
0,0,2.98452,,,,,,,,,,
0,0,2.98539,40.5368,,,,,,,,,
0,0,2.98539,,,,,,,,,,
0,0,0.156696,48.1198,,,,,,,,,
0,0,0.156696,,,,,,,,,,
0,0,0.156958,93.8792,,,,,,,,,
0,0,0.156958,,,,,,,,,,
0,0,2.98459,44.5153,,,,,,,,,
0,0,2.98459,,,,,,,,,,
0,0,0.156494,65.6248,,,,,,,,,
0,0,0.156494,,,,,,,,,,
0,0,0.156097,36.8913,,,,,,,,,
0,0,0.156097,,,,,,,,,,
0,0,2.98454,53.527,,,,,,,,,
0,0,2.98454,,,,,,,,,,
0,0,2.98495,73.8702,,,,,,,,,
0,0,2.98495,,,,,,,,,,
,,,,,,,,,,,,
,,mean,55.540654,,,,,,,,,
,,st dev,16.19233739,,,,,,,,,
